cab_id,entropy,total_records,unique_locations,most_frequent_location,location_diversity,entropy_quartile,segment
icagpony,10.841103011895736,25480,4556,37.752_-122.395,0.17880690737833596,Q3,High Mobility (Explorer)
icdaheos,9.585563351287622,3442,1531,37.751_-122.395,0.44479953515398024,Q1 (Low),Low Mobility (Routine)
icdapnu,10.914667297153542,25139,4151,37.751_-122.395,0.16512192211305143,Q4 (High),High Mobility (Explorer)
icdultha,9.681111373641077,11918,2445,37.616_-122.386,0.20515187111931532,Q1 (Low),Low Mobility (Routine)
icedpa,10.761233800143614,15532,3489,37.751_-122.395,0.22463301570950295,Q3,Medium Mobility
ichankru,10.919466869695093,18482,3820,37.751_-122.395,0.2066875879233849,Q4 (High),High Mobility (Explorer)
ichikiga,10.749991381026835,25555,4093,37.751_-122.395,0.16016435139894344,Q3,Medium Mobility
ickguwa,10.908823512873122,23471,4059,37.751_-122.395,0.17293681564483832,Q4 (High),High Mobility (Explorer)
ickphiwa,10.544971441739822,24047,4004,37.616_-122.386,0.1665072566224477,Q2,Medium Mobility
ickviya,10.771142020910272,23059,4469,37.751_-122.394,0.19380719025109502,Q3,Medium Mobility
icodmup,10.117761784710368,17037,3742,37.616_-122.386,0.21963960791219111,Q1 (Low),Low Mobility (Routine)
ictlypt,10.533140910177172,15399,3459,37.616_-122.386,0.22462497564776934,Q2,Medium Mobility
ictmuog,8.717418890234898,9329,2298,37.752_-122.394,0.2463286525887019,Q1 (Low),Low Mobility (Routine)
icwiroic,11.23155626899987,26067,4409,37.868_-122.297,0.16914105957724326,Q4 (High),High Mobility (Explorer)
idbaybim,10.498100295700414,20502,3629,37.752_-122.394,0.17700712125646278,Q2,Low Mobility (Routine)
idcadgi,9.360286947651144,17100,3251,37.751_-122.394,0.1901169590643275,Q1 (Low),Low Mobility (Routine)
ideutgoa,10.977260963658388,26690,4344,37.751_-122.395,0.16275758711127764,Q4 (High),High Mobility (Explorer)
idholv,10.479902228350902,27201,3823,37.752_-122.395,0.1405463034447263,Q2,Low Mobility (Routine)
idjoat,5.974959502463287,6710,1562,37.752_-122.395,0.23278688524590163,Q1 (Low),Low Mobility (Routine)
idjojwa,9.879830469089114,4996,1939,37.751_-122.395,0.38811048839071255,Q1 (Low),Low Mobility (Routine)
idjokva,10.67804788068555,24238,4356,37.752_-122.394,0.17971779849822592,Q2,Medium Mobility
idlorra,11.397594970578176,21773,5068,37.752_-122.395,0.23276535158223488,Q4 (High),High Mobility (Explorer)
idodly,10.87903474759314,23364,4389,37.794_-122.397,0.18785310734463276,Q4 (High),High Mobility (Explorer)
idshywr,10.718670484170923,22487,4061,37.751_-122.395,0.18059323164495042,Q3,Medium Mobility
idsmuk,10.584786457078682,23583,4062,37.789_-122.407,0.17224271721155068,Q2,Medium Mobility
idtwal,10.19137159293192,4957,1929,37.751_-122.395,0.3891466612870688,Q1 (Low),Low Mobility (Routine)
idvowwed,10.82784969445706,27499,4353,37.751_-122.395,0.15829666533328485,Q3,High Mobility (Explorer)
ifanfadd,9.739653507550512,15793,3299,37.752_-122.395,0.20889001456341416,Q1 (Low),Low Mobility (Routine)
ifefrof,10.787311839052446,15152,3651,37.752_-122.394,0.24095828933474128,Q3,Medium Mobility
ifelas,10.73735089880006,20553,4066,37.616_-122.386,0.19783000048654698,Q3,Medium Mobility
ifeshce,1.8683493947370857,1003,87,37.752_-122.395,0.08673978065802593,Q1 (Low),Low Mobility (Routine)
ifkalda,10.30240627968453,19776,3640,37.616_-122.386,0.18406148867313915,Q1 (Low),Low Mobility (Routine)
ifragcic,10.81557269227843,17558,3403,37.754_-122.466,0.19381478528306184,Q3,High Mobility (Explorer)
igglitby,11.079090067267227,21795,4767,37.794_-122.407,0.2187198898830007,Q4 (High),High Mobility (Explorer)
igsoysla,10.97374190642979,23881,4828,37.794_-122.408,0.2021690883966333,Q4 (High),High Mobility (Explorer)
igvidth,10.822338908089717,26395,4662,37.752_-122.394,0.17662436067437015,Q3,High Mobility (Explorer)
ijcoga,10.875161972646616,24758,4052,37.751_-122.395,0.1636642701349059,Q4 (High),High Mobility (Explorer)
ijdeyd,10.97138291222301,25711,4298,37.769_-122.452,0.1671658045194664,Q4 (High),High Mobility (Explorer)
ijhigof,11.058338803006738,22362,4467,37.616_-122.386,0.19975851891601826,Q4 (High),High Mobility (Explorer)
ijhipvo,10.682789178939522,25563,3881,37.752_-122.395,0.15182099127645424,Q2,Medium Mobility
ijpiawl,10.89640850058737,24839,4574,37.786_-122.411,0.18414589959338137,Q4 (High),High Mobility (Explorer)
ijprukfr,10.71117308688849,25029,3985,37.616_-122.386,0.15921531024012145,Q3,Medium Mobility
ijthind,10.174673654073175,19702,3809,37.752_-122.394,0.19333062633235204,Q1 (Low),Low Mobility (Routine)
ijtowhur,10.68340450486818,26044,4232,37.789_-122.407,0.16249424051604977,Q2,Medium Mobility
ikdagcy,10.306506752725412,18254,3223,37.787_-122.402,0.17656404075819,Q1 (Low),Low Mobility (Routine)
ikkimm,10.671540369531485,26435,4097,37.785_-122.405,0.15498392282958198,Q2,Medium Mobility
ikujfurk,10.794082661220166,20744,3699,37.751_-122.395,0.178316621673737,Q3,Medium Mobility
ilcoby,11.029324839675484,23643,4686,37.616_-122.386,0.1981981981981982,Q4 (High),High Mobility (Explorer)
ilkble,10.418309030418296,21403,3944,37.616_-122.386,0.18427323272438442,Q1 (Low),Low Mobility (Routine)
ilkedve,10.048867263381961,23403,3825,37.752_-122.395,0.16344058454044352,Q1 (Low),Low Mobility (Routine)
ilyutje,11.01392639840535,26376,4587,37.697_-122.489,0.1739080982711556,Q4 (High),High Mobility (Explorer)
imhacy,8.230828960131166,7731,1972,37.752_-122.395,0.25507696287673004,Q1 (Low),Low Mobility (Routine)
imneesu,10.647281175184768,21827,4402,37.616_-122.386,0.20167682228432676,Q2,Medium Mobility
imoikcha,10.861413507921238,25070,4661,37.760_-122.408,0.18591942560829677,Q4 (High),High Mobility (Explorer)
imwrytsy,10.538841449003886,19167,3800,37.633_-122.467,0.19825742161005896,Q2,Medium Mobility
imwyojy,11.02033866391705,25862,4444,37.752_-122.395,0.1718351248936664,Q4 (High),High Mobility (Explorer)
inckkiv,10.795420438642276,21760,4045,37.616_-122.386,0.18589154411764705,Q3,Medium Mobility
indtwrat,10.618216312300707,18134,3644,37.786_-122.411,0.2009484945406419,Q2,Medium Mobility
indyep,10.976704827370476,22744,4494,37.752_-122.395,0.1975905733380232,Q4 (High),High Mobility (Explorer)
inghoghe,10.639426489630281,21071,3916,37.616_-122.386,0.18584784775283564,Q2,Medium Mobility
inghoth,10.378119583332222,21094,3695,37.476_-122.225,0.17516829430169717,Q1 (Low),Low Mobility (Routine)
inhiala,9.393910887379313,6491,1838,37.751_-122.394,0.2831613002619011,Q1 (Low),Low Mobility (Routine)
inlica,10.709191461534894,23598,4297,37.752_-122.394,0.18209170268666836,Q3,Medium Mobility
inquay,10.76009652952007,23668,4326,37.616_-122.386,0.1827784350177455,Q3,Medium Mobility
inshfola,6.711191526907047,5546,1505,37.752_-122.394,0.2713667508113956,Q1 (Low),Low Mobility (Routine)
insodfl,10.51519915138853,21401,3788,37.752_-122.395,0.17700107471613477,Q2,Low Mobility (Routine)
ioajdig,10.89366904828573,26819,4473,37.752_-122.395,0.16678474216040867,Q4 (High),High Mobility (Explorer)
ioangio,10.73826088242902,16765,3495,37.784_-122.409,0.20847002684163435,Q3,Medium Mobility
iodjiesh,10.945223872773504,22474,4282,37.751_-122.395,0.19053128059090504,Q4 (High),High Mobility (Explorer)
iodlac,10.71318093387806,23653,3935,37.752_-122.394,0.16636367479812286,Q3,Medium Mobility
iofplik,10.848428987170172,18907,3881,37.751_-122.395,0.20526789019939704,Q3,High Mobility (Explorer)
ioivkn,10.497024682595887,21145,4149,37.616_-122.386,0.19621659966895247,Q2,Low Mobility (Routine)
iorjtwav,11.29331012065487,25669,5065,37.751_-122.395,0.19731972418091862,Q4 (High),High Mobility (Explorer)
iotklojy,10.674536250414587,24222,3985,37.752_-122.394,0.16451985798034843,Q2,Medium Mobility
iovhar,10.9194158108482,25568,4358,37.751_-122.395,0.17044743429286607,Q4 (High),High Mobility (Explorer)
iovlito,10.469535879874673,26082,3851,37.752_-122.395,0.14764972011348823,Q2,Low Mobility (Routine)
ioytgor,10.875766604162221,16593,4219,37.775_-122.485,0.2542638462002049,Q4 (High),High Mobility (Explorer)
ipdioisi,10.460150850377346,23337,4262,37.752_-122.394,0.18262844410164117,Q2,Low Mobility (Routine)
ipdraw,9.911476713584747,4028,1668,37.744_-122.401,0.4141012909632572,Q1 (Low),Low Mobility (Routine)
iphespha,10.601363259630265,14792,3764,37.616_-122.386,0.25446187128177394,Q2,Medium Mobility
iphybcay,10.854266239285511,22526,4071,37.616_-122.386,0.18072449613779631,Q3,High Mobility (Explorer)
ipjiert,10.684250089654595,15402,3337,37.616_-122.386,0.21666017400337617,Q2,Medium Mobility
ippfeip,11.073080560144689,20579,4202,37.616_-122.386,0.20418873609018903,Q4 (High),High Mobility (Explorer)
irjfen,10.973107135566288,26690,4258,37.616_-122.386,0.15953540651929562,Q4 (High),High Mobility (Explorer)
isekdyp,10.916178066744884,24016,4431,37.751_-122.395,0.18450199866755496,Q4 (High),High Mobility (Explorer)
isfikti,10.587104891518038,23524,4207,37.785_-122.400,0.17883863288556368,Q2,Medium Mobility
ishvirv,10.782202054249012,26128,4122,37.752_-122.394,0.1577617881200245,Q3,Medium Mobility
isnthli,8.663755504076986,5670,1886,37.751_-122.395,0.3326278659611993,Q1 (Low),Low Mobility (Routine)
ispawwye,10.821603051652625,23797,3923,37.777_-122.405,0.1648527125267891,Q3,High Mobility (Explorer)
isvayd,10.287960328169046,14023,3265,37.785_-122.400,0.2328317763673964,Q1 (Low),Low Mobility (Routine)
itacfl,10.833299618864324,22636,3944,37.616_-122.386,0.174235730694469,Q3,High Mobility (Explorer)
itbadpi,10.81554662613043,23032,4289,37.751_-122.395,0.18621917332407087,Q3,High Mobility (Explorer)
itbejsco,10.629776234630897,17263,3354,37.751_-122.395,0.19428836239355848,Q2,Medium Mobility
itcemra,10.980222195735998,23799,4665,37.751_-122.395,0.19601663935459473,Q4 (High),High Mobility (Explorer)
ithpett,10.432534880524049,16967,3631,37.616_-122.386,0.21400365415217776,Q1 (Low),Low Mobility (Routine)
itmeps,10.21649606386944,19415,3664,37.752_-122.394,0.1887200618078805,Q1 (Low),Low Mobility (Routine)
itpivoa,10.726442017841233,25094,3986,37.751_-122.394,0.15884275125528013,Q3,Medium Mobility
itquirla,10.973756552146547,25348,4698,37.752_-122.394,0.18534006627741834,Q4 (High),High Mobility (Explorer)
ivheoo,11.234817469973631,23890,4684,37.688_-122.479,0.1960652992884052,Q4 (High),High Mobility (Explorer)
ivkockim,10.759752333940032,24782,4592,37.792_-122.411,0.1852957791945767,Q3,Medium Mobility
izowcu,9.3406363170492,14469,3207,37.752_-122.394,0.22164627825005184,Q1 (Low),Low Mobility (Routine)
oadwowd,9.54760533108388,4086,1494,37.752_-122.394,0.3656387665198238,Q1 (Low),Low Mobility (Routine)
oafhynu,10.747443228666477,24169,4118,37.752_-122.395,0.17038354917456244,Q3,Medium Mobility
oahudflo,10.73603836767137,25346,3882,37.751_-122.395,0.153160261974276,Q3,Medium Mobility
oakpikoo,9.995779863063127,20313,3586,37.752_-122.394,0.17653719293063555,Q1 (Low),Low Mobility (Routine)
oapwycti,10.220553703493582,25626,3608,37.792_-122.411,0.14079450558027004,Q1 (Low),Low Mobility (Routine)
oasthul,10.59820835016022,14629,3762,37.616_-122.386,0.2571604347528881,Q2,Medium Mobility
obacvau,10.831016871877338,21102,3859,37.616_-122.386,0.18287366126433513,Q3,High Mobility (Explorer)
obceoo,10.14838563306179,26115,4017,37.788_-122.421,0.15381964388282596,Q1 (Low),Low Mobility (Routine)
obheujvo,10.947242909979899,24670,4339,37.752_-122.395,0.1758816376165383,Q4 (High),High Mobility (Explorer)
objoyhi,9.084001275547013,1495,822,37.737_-122.430,0.5498327759197325,Q1 (Low),Low Mobility (Routine)
oblyaga,10.696039762246013,22829,3812,37.781_-122.412,0.1669805948574182,Q2,Medium Mobility
obsimjio,10.532472792561357,25759,3964,37.752_-122.394,0.15388796148918824,Q2,Medium Mobility
occeyd,10.210173621093194,23358,4042,37.785_-122.400,0.17304563746896137,Q1 (Low),Low Mobility (Routine)
occroksy,10.520222855737304,22426,3749,37.751_-122.395,0.1671720324623205,Q2,Low Mobility (Routine)
ochotcil,10.285434847503646,15748,3109,37.790_-122.422,0.1974218948437897,Q1 (Low),Low Mobility (Routine)
ochtin,10.614805716680896,19836,4126,37.616_-122.386,0.20800564629965718,Q2,Medium Mobility
ocjeng,10.766554358177812,25574,4095,37.777_-122.395,0.16012356299366545,Q3,Medium Mobility
ockihoba,10.812026539525702,23502,3924,37.773_-122.406,0.16696451365841206,Q3,High Mobility (Explorer)
ockoac,10.36142823502157,8319,2590,37.792_-122.411,0.31133549705493446,Q1 (Low),Low Mobility (Routine)
ockolral,11.059635700002797,22611,4560,37.752_-122.394,0.2016717526867454,Q4 (High),High Mobility (Explorer)
ocshitcl,10.998155774437437,22884,4532,37.751_-122.395,0.19804230029715084,Q4 (High),High Mobility (Explorer)
ocwyit,10.306031585163133,16802,3633,37.616_-122.386,0.21622425901678372,Q1 (Low),Low Mobility (Routine)
odklobci,10.372287410010749,23451,4421,37.752_-122.394,0.18852074538399216,Q1 (Low),Low Mobility (Routine)
odlorhem,10.816612211968486,26526,4271,37.752_-122.395,0.16101183744250924,Q3,High Mobility (Explorer)
odocjeca,11.209791845758467,24077,4949,37.616_-122.386,0.20554886406113718,Q4 (High),High Mobility (Explorer)
odolfev,10.919409323688907,18222,4083,37.751_-122.395,0.22406980572933816,Q4 (High),High Mobility (Explorer)
odoywug,10.093067102487243,20098,3913,37.752_-122.394,0.19469598965071153,Q1 (Low),Low Mobility (Routine)
odscixam,10.552363480214225,21188,4003,37.752_-122.395,0.18892769492165376,Q2,Medium Mobility
ofikco,10.724170226300025,29189,4076,37.751_-122.395,0.1396416458254822,Q3,Medium Mobility
ofjeequo,10.830806794026326,21780,3985,37.775_-122.398,0.1829660238751148,Q3,High Mobility (Explorer)
ofodwo,10.956166634389643,28904,4699,37.789_-122.402,0.16257265430390258,Q4 (High),High Mobility (Explorer)
ogawjem,10.69970002470938,20953,3934,37.751_-122.395,0.1877535436453014,Q3,Medium Mobility
ogdygdyd,10.207786784190862,25959,3864,37.752_-122.394,0.14885010978851265,Q1 (Low),Low Mobility (Routine)
oggluv,9.835112851852461,15776,3682,37.665_-122.431,0.23339249492900607,Q1 (Low),Low Mobility (Routine)
ogijtri,10.646961030329338,24988,4051,37.751_-122.395,0.16211781655194493,Q2,Medium Mobility
ogikligu,10.870425059090373,22498,4155,37.792_-122.411,0.18468308294070584,Q4 (High),High Mobility (Explorer)
ogjoch,10.84566583613192,24594,4248,37.752_-122.395,0.17272505489143694,Q3,High Mobility (Explorer)
ognowwoz,10.46504106711348,23312,3494,37.775_-122.424,0.14987989018531228,Q2,Low Mobility (Routine)
ogofvoit,10.752726635089434,13270,3103,37.752_-122.395,0.233835719668425,Q3,Medium Mobility
ogphagpi,10.651444291339185,26688,4604,37.950_-122.328,0.17251199040767387,Q2,Medium Mobility
ogshtcew,10.897099381770659,23190,4317,37.751_-122.395,0.18615782664941785,Q4 (High),High Mobility (Explorer)
ogurjupo,10.632331268107347,20202,3894,37.790_-122.420,0.19275319275319275,Q2,Medium Mobility
oilrag,8.625821216561413,932,568,37.792_-122.411,0.6094420600858369,Q1 (Low),Low Mobility (Routine)
oiphye,10.399230678709017,19736,3784,37.752_-122.394,0.19173084718281314,Q1 (Low),Low Mobility (Routine)
oipial,10.771738800172729,24739,4095,37.752_-122.394,0.1655281135049921,Q3,Medium Mobility
oirzgont,10.795277883138581,21535,4459,37.752_-122.395,0.20705827722312514,Q3,Medium Mobility
oivnabyo,10.980720296992832,27969,5009,37.785_-122.415,0.17909113661553863,Q4 (High),High Mobility (Explorer)
ojachme,10.297933949117864,25247,4271,37.735_-122.384,0.1691686140927635,Q1 (Low),Low Mobility (Routine)
ojbaso,10.787647504366543,22772,3991,37.752_-122.394,0.1752590901106622,Q3,Medium Mobility
ojfanni,10.806654722029002,23163,4124,37.786_-122.411,0.17804256788844278,Q3,Medium Mobility
ojfequia,10.671964507042624,17418,3757,37.616_-122.386,0.21569640601676426,Q2,Medium Mobility
ojfieza,10.64638934421985,19882,4272,37.689_-122.489,0.21486771954531736,Q2,Medium Mobility
ojpoota,10.490872765670685,24181,3820,37.752_-122.394,0.157975269839957,Q2,Low Mobility (Routine)
ojroigna,10.565376647941367,26887,3965,37.751_-122.395,0.14746903708111728,Q2,Medium Mobility
ojumna,10.500768225929624,23100,3918,37.752_-122.395,0.1696103896103896,Q2,Low Mobility (Routine)
ojvighta,10.702630208122628,24819,4131,37.806_-122.418,0.16644506225069503,Q3,Medium Mobility
ojwyky,10.763267603926618,26153,4224,37.752_-122.394,0.16151110771230834,Q3,Medium Mobility
okavkau,10.973935945581598,25387,4911,37.616_-122.386,0.19344546421396777,Q4 (High),High Mobility (Explorer)
okblahed,10.880889342630047,26372,4289,37.752_-122.395,0.16263461246776884,Q4 (High),High Mobility (Explorer)
okchympy,10.861352630083887,21604,4094,37.752_-122.394,0.1895019440844288,Q4 (High),High Mobility (Explorer)
okneydy,9.431262347856336,15511,3207,37.752_-122.394,0.20675649539036814,Q1 (Low),Low Mobility (Routine)
oknscocy,10.729540414035,23463,4021,37.752_-122.394,0.1713762093508929,Q3,Medium Mobility
okquakar,10.952956163311903,27453,4450,37.752_-122.395,0.16209521728044293,Q4 (High),High Mobility (Explorer)
oksbosfl,10.587744293346564,19417,3788,37.616_-122.386,0.19508677962610083,Q2,Medium Mobility
oktulsy,10.508451372968015,23543,3948,37.752_-122.394,0.16769315720171601,Q2,Low Mobility (Routine)
okvats,9.370282996033275,15071,3173,37.752_-122.394,0.21053679251542698,Q1 (Low),Low Mobility (Routine)
oljnek,11.044278692799839,24977,4291,37.792_-122.411,0.1717980542098731,Q4 (High),High Mobility (Explorer)
omcuky,10.660460804836998,24037,3888,37.752_-122.395,0.16175063443857388,Q2,Medium Mobility
omdrid,10.569620538849543,8052,2537,37.788_-122.408,0.31507699950322904,Q2,Medium Mobility
omluaj,10.856637022575697,25607,4494,37.752_-122.395,0.1754988870230796,Q3,High Mobility (Explorer)
omwyek,10.55870401503091,23019,3637,37.752_-122.395,0.1579999131152526,Q2,Medium Mobility
onannsov,7.142976438733548,5919,1550,37.752_-122.395,0.2618685588781889,Q1 (Low),Low Mobility (Routine)
oncalku,10.963002812754867,26010,4477,37.917_-122.310,0.17212610534409842,Q4 (High),High Mobility (Explorer)
oncixpi,10.920367200075834,19939,3816,37.723_-122.454,0.19138372034705853,Q4 (High),High Mobility (Explorer)
onghoji,10.382513338821472,22463,3883,37.640_-122.450,0.1728620397987802,Q1 (Low),Low Mobility (Routine)
onkawcel,10.816977478992435,17425,3822,37.752_-122.394,0.21934002869440458,Q3,High Mobility (Explorer)
ononma,10.74742971394239,24991,3955,37.755_-122.399,0.15825697251010365,Q3,Medium Mobility
onvahe,10.857748822742705,23667,3945,37.751_-122.395,0.16668779312967422,Q3,High Mobility (Explorer)
onwohyss,9.67652935048919,16920,3491,37.616_-122.386,0.20632387706855793,Q1 (Low),Low Mobility (Routine)
onyacju,10.819372015763506,24760,4198,37.752_-122.394,0.1695476575121163,Q3,High Mobility (Explorer)
onyenre,10.490240659290617,18507,3328,37.752_-122.394,0.17982385043497054,Q2,Low Mobility (Routine)
oocsodpl,10.830636278826994,22694,3926,37.751_-122.395,0.1729972680003525,Q3,High Mobility (Explorer)
oogchyog,11.179811640582543,23020,5085,37.616_-122.386,0.22089487402258906,Q4 (High),High Mobility (Explorer)
ootquoa,10.321388396360637,13379,2839,37.791_-122.434,0.2121982210927573,Q1 (Low),Low Mobility (Routine)
ootyecls,11.025887612047896,25914,4460,37.792_-122.411,0.17210774098942658,Q4 (High),High Mobility (Explorer)
oowfmu,8.569656388086937,1509,768,37.751_-122.395,0.5089463220675944,Q1 (Low),Low Mobility (Routine)
opgovebo,10.444589091726312,20010,3582,37.792_-122.411,0.17901049475262368,Q2,Low Mobility (Routine)
ophgir,10.970031846401108,20993,4282,37.616_-122.386,0.20397275282236937,Q4 (High),High Mobility (Explorer)
ophugbe,10.586805135463711,26009,4243,37.616_-122.386,0.16313583759467876,Q2,Medium Mobility
opjermp,10.921084819181502,18938,4165,37.616_-122.386,0.2199281867145422,Q4 (High),High Mobility (Explorer)
opmisa,10.849135835796368,23856,3968,37.752_-122.395,0.16633132126089872,Q3,High Mobility (Explorer)
opnown,10.502560219032182,14302,3156,37.752_-122.394,0.220668437980702,Q2,Low Mobility (Routine)
oquiat,10.778706016461506,29476,4465,37.752_-122.394,0.15147916949382548,Q3,Medium Mobility
orkbats,10.829707204128965,24530,4219,37.751_-122.395,0.1719934773746433,Q3,High Mobility (Explorer)
orocdu,10.229594538848275,15455,3287,37.751_-122.394,0.2126819799417664,Q1 (Low),Low Mobility (Routine)
orptme,10.470679466633062,24179,3917,37.786_-122.416,0.1620000827164068,Q2,Low Mobility (Routine)
orrrar,10.833524428498805,22571,4100,37.752_-122.394,0.18164901865225289,Q3,High Mobility (Explorer)
orsyalf,10.730039599593866,21827,3873,37.781_-122.455,0.17744078434965868,Q3,Medium Mobility
osacmu,10.258819329712,7451,2338,37.751_-122.395,0.3137833847805664,Q1 (Low),Low Mobility (Routine)
osckro,10.85706679971683,26436,4336,37.751_-122.395,0.16401876229384174,Q3,High Mobility (Explorer)
oshyon,10.98593469414784,26307,4432,37.751_-122.395,0.1684722697380925,Q4 (High),High Mobility (Explorer)
osoccef,10.992913885379595,27905,4608,37.752_-122.394,0.16513169682852535,Q4 (High),High Mobility (Explorer)
otasfier,10.897438200896456,26720,4309,37.777_-122.405,0.16126497005988025,Q4 (High),High Mobility (Explorer)
otfahona,9.754309520511464,17170,3339,37.752_-122.395,0.19446709376820034,Q1 (Low),Low Mobility (Routine)
otmegok,8.55871590179774,9350,2227,37.751_-122.394,0.2381818181818182,Q1 (Low),Low Mobility (Routine)
otscokdr,11.087926757567466,26079,4428,37.752_-122.395,0.16979178649488094,Q4 (High),High Mobility (Explorer)
otswrank,10.745492711203875,23567,4100,37.752_-122.394,0.17397207960283448,Q3,Medium Mobility
otvasdar,10.901039570889964,24533,4237,37.752_-122.395,0.17270615089878938,Q4 (High),High Mobility (Explorer)
ouvdank,10.413229451165545,21347,3835,37.751_-122.395,0.17965053637513467,Q1 (Low),Low Mobility (Routine)
ovkojy,10.871842370677928,24410,4367,37.752_-122.394,0.1789020893076608,Q4 (High),High Mobility (Explorer)
ovnacgad,9.722257217311325,22390,3773,37.785_-122.400,0.16851272889682894,Q1 (Low),Low Mobility (Routine)
ovyijna,10.79272343175087,22798,3980,37.752_-122.394,0.17457671725589963,Q3,Medium Mobility
owbsuscs,11.061213662987686,25788,4653,37.751_-122.395,0.18043275942298745,Q4 (High),High Mobility (Explorer)
owgves,10.530865671898027,23957,3881,37.752_-122.394,0.16199858079058313,Q2,Medium Mobility
owhagme,10.448564860242104,12278,3151,37.752_-122.394,0.25663788890698813,Q2,Low Mobility (Routine)
owufrey,10.706060304476548,14398,3665,37.616_-122.386,0.25454924295040976,Q3,Medium Mobility
oxdoghic,10.865226456562972,25731,3985,37.616_-122.386,0.15487155571101008,Q4 (High),High Mobility (Explorer)
oyclsdas,10.008395973956583,12656,2896,37.683_-122.479,0.22882427307206069,Q1 (Low),Low Mobility (Routine)
oydtesa,10.815729581558797,26778,4285,37.752_-122.395,0.160019418925984,Q3,High Mobility (Explorer)
oygmebra,10.511855040035858,21941,4151,37.616_-122.386,0.1891891891891892,Q2,Low Mobility (Routine)
oygvar,10.022487700346321,9820,2513,37.703_-122.473,0.25590631364562116,Q1 (Low),Low Mobility (Routine)
ubgihoot,10.570895028447024,24415,4235,37.616_-122.386,0.1734589391767356,Q2,Medium Mobility
ubjajo,10.904397647880765,25914,4107,37.792_-122.411,0.15848576059272979,Q4 (High),High Mobility (Explorer)
ubjaju,10.591318884041872,20974,3825,37.805_-122.407,0.18236864689615714,Q2,Medium Mobility
ubnankke,10.356092936186508,25611,4032,37.752_-122.394,0.15743235328569755,Q1 (Low),Low Mobility (Routine)
ubzachy,10.266437008425937,19620,3668,37.752_-122.395,0.1869520897043833,Q1 (Low),Low Mobility (Routine)
ucbiyaym,10.685798938958694,24416,4232,37.752_-122.395,0.17332896461336827,Q2,Medium Mobility
ucdewy,10.210079443470393,8134,2452,37.752_-122.394,0.3014507007622326,Q1 (Low),Low Mobility (Routine)
ucgewft,10.715593419908679,25426,4192,37.751_-122.395,0.16487060489262959,Q3,Medium Mobility
uchjafy,10.784858651301619,20773,4164,37.751_-122.395,0.20045251047032206,Q3,Medium Mobility
ucovlato,10.703025121798426,23466,4289,37.785_-122.400,0.18277507883746696,Q3,Medium Mobility
ucvepnuv,10.74115469165269,20678,4067,37.752_-122.395,0.1966824644549763,Q3,Medium Mobility
udguic,10.51036667001555,24288,4286,37.785_-122.400,0.176465744400527,Q2,Low Mobility (Routine)
udthon,10.506082892420759,23014,3911,37.752_-122.394,0.16994003649952202,Q2,Low Mobility (Routine)
udtiogi,10.440846594894115,23205,4051,37.752_-122.395,0.17457444516268045,Q2,Low Mobility (Routine)
udveoyx,10.396831876147179,27049,3893,37.794_-122.406,0.14392398979629561,Q1 (Low),Low Mobility (Routine)
udwadla,10.536038165768039,33753,4603,37.752_-122.395,0.13637306313512873,Q2,Medium Mobility
udwebir,9.855145825955343,10818,2574,37.751_-122.394,0.23793677204658903,Q1 (Low),Low Mobility (Routine)
udwiull,10.825442018118896,25710,4142,37.616_-122.386,0.16110462854920266,Q3,High Mobility (Explorer)
ufdoyno,11.006707420027357,22429,4678,37.616_-122.386,0.20856926300771322,Q4 (High),High Mobility (Explorer)
ugatna,10.880699101029514,28121,4407,37.616_-122.386,0.15671562177731943,Q4 (High),High Mobility (Explorer)
ugdifbl,10.4794596770455,17242,3373,37.752_-122.394,0.19562695742953254,Q2,Low Mobility (Routine)
uggdye,10.724553161703732,25178,3948,37.692_-122.474,0.15680355866232426,Q3,Medium Mobility
ugifmav,11.095107811421144,17565,4028,37.782_-122.450,0.22931966979789353,Q4 (High),High Mobility (Explorer)
ugthfu,10.64963670738647,18317,3736,37.751_-122.395,0.20396353114593002,Q2,Medium Mobility
ujhuki,10.877653030430709,23554,4168,37.616_-122.386,0.17695508193937334,Q4 (High),High Mobility (Explorer)
ujkiwe,10.458316877697529,24805,4027,37.616_-122.386,0.1623463011489619,Q2,Low Mobility (Routine)
ujnawwe,10.851358280659543,24311,4356,37.780_-122.429,0.17917814980872857,Q3,High Mobility (Explorer)
ujtosh,10.506959741445574,14584,3296,37.752_-122.394,0.22600109709270433,Q2,Low Mobility (Routine)
ujtrud,10.810229466171307,24156,4052,37.752_-122.394,0.16774300380857757,Q3,Medium Mobility
ukgoaf,10.47845031276093,25318,4238,37.616_-122.386,0.16739078916186112,Q2,Low Mobility (Routine)
uklsdryo,11.064417924754727,26972,4721,37.752_-122.394,0.17503336793712,Q4 (High),High Mobility (Explorer)
uljior,10.746485086123673,16328,3383,37.751_-122.395,0.20719010289073983,Q3,Medium Mobility
umhenwed,10.219029925547591,18747,3677,37.785_-122.400,0.1961380487544674,Q1 (Low),Low Mobility (Routine)
umsmtha,10.395787652763541,29026,4566,37.752_-122.395,0.15730724178322883,Q1 (Low),Low Mobility (Routine)
umvohug,10.875683896560382,25596,4307,37.751_-122.395,0.16826847944991405,Q4 (High),High Mobility (Explorer)
unquekov,10.772618475979066,22717,4450,37.751_-122.395,0.1958885416208126,Q3,Medium Mobility
